x1,x2,x3,x4,x5,x6,target
-12289.60328,-173.4169559,26.81922903,-18.97296668,-7.558591543,-2.600291673,0
-17423.62225,116.7101755,-15.56530777,5.437655874,-13.16808881,6.341275146,0
-17058.31323,84.75516133,-12.91070041,-1.177297045,-0.321607662,-3.553456883,0
-18818.27333,134.4246199,-25.44353988,-2.736260612,-8.96669512,6.205931094,0
-15968.73056,22.28640298,1.256544467,9.071921828,6.486354682,-6.806552597,0
-13812.18664,-68.9028551,9.019630294,26.28472688,-13.90514514,8.446365313,0
-19485.36997,228.6388337,-42.54339457,-2.131021486,0.636403211,6.44847275,0
-18185.088,137.32637,-28.59066314,0.307118918,-6.971990584,-0.811705784,0
103160.8119,740.931865,104.2429057,-29.42793671,29.93108672,24.80953273,1
-10311.62193,-158.7852754,-7.942566995,12.41621394,-16.45990016,-19.83719148,0
-9179.6363,47.53086653,-4.366532676,6.485108121,7.622236279,-5.849976643,0
-19541.89172,248.751373,58.35909567,-47.89169666,-149.2087686,65.16628616,0
-2626.043258,-184.2347735,28.44006525,24.86873048,38.18560558,-2.103153906,0
-10746.87682,27.2037008,32.68555616,5.228899839,-19.61931979,0.082802259,0
-8099.068261,-219.7474535,6.572071827,13.97097445,15.10524227,-7.062330908,0
-16629.35788,135.0221847,-12.76491107,6.92125807,9.219365617,-2.785802493,0
-8744.592387,-37.04272298,-3.038837746,21.1129366,-26.16332521,-10.00090155,0
-18718.61522,143.558507,-25.36103089,-0.779859997,-4.82375234,2.329722952,0
-19111.14206,137.3913883,-15.97069877,-8.534097638,-8.420448801,14.91008777,0
-14401.14254,-67.9596802,11.84337717,33.83248185,25.88371049,-1.369282456,0
-17830.75392,129.1636064,-26.91666619,9.684609159,-2.888126562,-3.311994895,0
-14837.77414,-5.861895704,-15.04024924,2.821694391,18.48078933,-3.522572818,0
-18454.73906,137.7665308,-35.07658522,3.536194813,-3.036925223,2.585605331,0
-16283.21754,-14.9313514,-13.11888036,9.845134469,-3.55977821,-1.49440203,0
-19518.52996,239.7964962,-48.13884358,1.040462019,-0.806097256,6.651297404,0
-17448.62093,72.36683175,-17.70308824,12.25720782,-8.744819529,5.217809712,0
-19541.97777,252.1366835,-42.95604955,-9.05549075,-0.907273346,6.98207751,0
-17500.68886,103.1749341,-20.39770344,2.760415197,-12.07384267,-2.855259328,0
46800.46149,-136.4862832,15.28121365,13.15506752,-8.713519858,-28.18448862,0
-18956.1763,156.4169396,-31.74716559,0.577308169,2.116648636,2.67064094,0
-9932.594382,-152.3468238,18.71026537,-0.89987315,0.119257164,-18.73885373,0
-14265.83126,-173.5531866,18.36301455,-16.81783824,4.421309651,-0.818048462,0
-19197.5744,177.1179033,-35.0599495,1.824607008,-3.373663723,7.05829496,0
-18057.43638,120.6020252,-0.165795729,-8.415354418,8.262147524,13.98887237,0
-14807.56084,-12.8745865,-1.863006429,22.82517106,-15.2191249,2.362009449,0
-19388.97125,214.0838621,-44.20410287,3.867447387,-5.515449232,7.468858164,0
-19541.97544,252.0377902,-41.3209738,-6.791470396,-11.00786723,9.272507944,0
-7086.463941,83.53821792,-3.964504546,10.2996033,-7.960138257,-14.49570458,0
-11851.23669,79.76731664,-15.00622489,17.09133046,-0.588570177,-4.65957478,0
-2151.950355,-796.7659195,29.35337745,7.592130091,26.21239214,-23.77012158,0
-18624.80435,160.5718813,-34.15449094,3.00252932,2.849478297,-0.655207711,0
-6995.229996,-155.5471793,25.91299007,21.36862024,-12.02525227,0.812746007,0
-12253.3846,-264.3487449,11.62724149,-3.410632367,-18.93375737,-0.951320736,0
-19529.81979,243.1515207,-37.96448457,-8.065134253,9.422374563,11.52569949,0
339179.1966,1733.715617,-26.88901452,40.88455959,-181.610901,101.2063489,0
21580.6552,-887.8993773,87.13624897,53.57214087,44.18495234,-24.28294346,1
-18102.61128,114.9550902,-25.39146971,2.166080642,-6.399441386,1.177924916,0
-18117.23244,101.9731952,-24.09685388,7.744450241,-4.885244344,5.843025192,0
-19019.71063,117.3653564,-9.47023793,-14.76364422,9.45034624,20.280378,1
-19514.48485,232.0948327,-30.75899673,-14.99532589,10.35067112,15.38443131,0
-18910.3841,157.3188891,-31.48523455,0.041078884,-0.715090806,5.923602987,0
-19043.03258,156.9310809,-34.30583017,0.504286032,-5.928853594,6.669157887,0
-19514.49345,232.4694359,-46.67381575,-1.808750207,-0.271853221,8.048453705,0
-19541.9745,252.0063163,-39.03210097,-10.82556846,-5.988559156,9.147847278,0
-19541.97798,252.1358521,-44.30877753,-5.639851476,-6.582897245,7.609706967,0
-19510.65137,235.5839859,-44.01910511,-2.811381026,-1.082872988,6.780506494,0
-19388.96974,214.0375696,-42.33342126,0.772090817,-0.691645112,4.879615921,0
-18530.71087,151.1638996,-27.90411663,-2.283657413,4.704014698,3.685021894,0
-15543.45338,10.9022522,11.82791947,-6.808219913,24.09986173,15.05684544,1
48248.23918,-85.93257889,78.17492573,-1.426762529,-17.13602118,-7.171057343,1
-19252.42503,213.2387792,-41.69597016,2.84459487,-0.747199821,2.768122563,0
-16891.18524,46.49038306,-10.78727187,4.768218647,-0.70988451,-4.366466805,0
98735.71156,-919.1229615,168.6375973,-19.97309126,-10.46883654,-28.63261621,0
-11484.8641,-41.39684387,1.54495342,30.67045804,19.85706493,-32.25524952,0
-15519.99904,98.9302289,-8.349013404,1.340401599,7.27318585,-1.374099464,0
-17885.8857,121.9312744,-19.2428683,-1.401375776,6.116826274,2.898657721,0
58957.0591,-1021.848435,71.50913194,-7.29138518,-3.799413539,-64.13579398,1
-18299.89082,121.3097572,-26.24563311,1.36143209,13.45972247,5.340961589,0
-14806.2188,1.270053913,-7.946011685,2.382237853,4.662483018,-1.240252848,0
-16537.72211,16.69066004,-8.692456466,6.238117095,8.192711179,-1.467137022,0
3263.634244,-413.1816185,95.06513719,-53.73498832,21.83360995,-12.79523136,0
-18602.18416,117.5850037,-26.6689262,10.59652599,8.749371605,4.455736695,0
-19541.97463,252.0043469,-40.29984701,-7.43183126,-11.92073219,9.743731256,0
-19222.93376,174.8384316,-32.88283574,-3.16604883,7.828950846,11.02441693,0
-19346.51491,196.2013972,-37.23895887,-4.628111862,6.439492527,9.20932538,0
29339.01093,-1134.035802,102.9075506,48.79558726,44.62931953,-23.5376738,1
-19000.58746,166.4455112,-36.57131275,4.04796899,1.806591733,4.511020229,0
-15632.21534,73.81702224,0.854085524,12.54002808,-21.86715359,2.61366278,0
882.4146699,-222.9790835,-5.88933402,16.82101657,-24.66636813,-27.00208843,0
-19518.52726,239.6985402,-44.84529838,-1.845901279,-0.283857661,6.032697293,0
-19529.82023,243.1677972,-38.68720164,-7.344311187,9.127489274,11.39919695,0
7634.791343,7.226655501,36.61208231,19.69028249,4.308519371,-5.119193744,0
19792.36318,-267.9398786,5.146268376,13.24177627,-11.53336755,-24.36512421,0
-19318.92662,201.5453683,-32.51704585,-5.425653582,11.75685484,9.914377368,0
-18119.87054,126.7378956,-17.14251181,-1.831078212,8.179630031,5.749318193,0
-18432.66338,119.1603292,-34.95063598,3.435995912,-3.092139917,1.713320117,0
-18789.27476,159.5330485,-35.90940875,4.113845861,-2.498793269,2.146279884,0
-18166.77317,102.5585543,-24.29898592,4.746147408,6.041087612,-0.199175135,0
-19541.97369,251.9775483,-37.76450776,-12.13945183,-5.683049069,9.445332345,0
-16357.39296,82.68828446,-19.24242824,6.70533729,-10.84224754,-5.266026902,0
-19133.8571,152.5133005,-20.04237992,-14.27548407,18.74399004,15.75678113,0
-18900.16563,169.0041501,-31.65228509,2.4037291,-3.712451781,2.730456823,0
-18497.35285,153.5671679,-29.55474797,-0.218532966,-5.140495179,2.088082509,0
-17845.29831,3.57115322,-10.16591985,2.237116507,11.29825246,10.50779128,0
23247.78119,-862.4241294,115.011645,-30.57347923,-20.63991861,-33.28112989,1
-18870.74812,153.6303019,-27.63526936,-2.206590914,-2.594752585,3.539714005,0
-18561.83603,151.0765447,-21.57460881,-1.184776331,-1.789586397,-1.067338814,0
-18240.23812,93.50754499,-28.34914647,3.019151609,5.446779663,0.47092126,0
6131.298541,-283.8316479,8.778146511,44.05154094,10.34080865,-22.65554586,0
-19268.0029,184.1509359,-36.5192169,-0.021002079,-7.764655804,7.548777108,0
25.34547977,-269.8849555,43.49217914,-6.174669182,6.662652729,-13.90331568,1
12194.27082,-345.2684561,31.21574585,9.798372128,33.13987058,-36.85053418,0
-6930.57498,-308.9490534,37.84148251,-15.62955971,13.63526287,-7.831849443,1
15856.54213,-285.495177,34.2276559,-3.505065693,-35.94588746,-12.64709391,0
-15060.36984,9.628412085,-7.546673243,2.017721834,7.013302905,-6.58727724,1
-7795.981415,-283.4480756,44.67641902,-10.9987565,24.88935206,-10.7788812,1
-7430.297925,-42.39963845,-10.76582801,29.34630256,6.919818687,-9.450460099,0
26910.47031,-38.55561928,49.0794402,12.68309344,-41.57549601,-9.231561545,0
-17845.29831,3.57115322,-10.16591985,2.237116507,11.29825246,10.50779128,0
-12502.4711,-126.974722,6.50857478,-4.855197787,29.41088228,1.374322305,0
-18594.56237,147.6362174,-31.72231382,3.946759981,-2.766277233,1.72987202,0
-19436.63286,216.1769041,-35.41693842,-3.288278355,-3.615803198,8.177863773,0
-18739.26871,164.5495244,-33.79445004,2.761200652,-5.685728451,2.327493113,0
-18510.27657,124.8827902,-27.85709796,1.272849642,8.127281791,1.365008601,0
-16533.47561,146.596805,-14.03886015,-2.570349104,4.806543032,3.267956367,0
-17142.79933,113.3112257,-13.87150148,8.802050937,-14.07512812,6.154425457,0
-19133.85897,152.5875267,-23.48410393,-11.02184033,16.38800144,14.66616966,0
45445.68445,-409.1488074,75.96744094,-17.02023224,-48.00985662,-31.81639875,0
-2151.436408,-411.6998858,79.99961435,-5.233401549,-2.172006886,2.486550602,0
-19541.96582,251.6439578,-30.85329466,-8.707117361,-32.03116465,16.39590743,0
-18609.36063,134.3791031,-24.95299059,-1.912414564,5.743031739,6.976307739,0
-18518.29414,125.8914729,-23.44925464,-1.376575059,-9.304130377,1.659802853,0
-17555.68047,3.507090836,-26.2650757,4.816748178,-1.145034544,2.857884382,0
-19006.57759,176.8103523,-35.97006848,-1.129054588,-0.13769471,-0.082932863,0
-19541.94409,249.965856,-48.5626067,-0.042525035,-1.47377757,4.80269289,0
-4522.469971,-230.3950726,32.90936579,23.07876792,17.6150116,-13.99172732,0
12378.15124,-879.588507,78.78971544,-31.07167981,46.1939602,-31.70090838,0
-19541.97157,251.8906355,-37.16655133,-7.023391542,-20.28802297,12.28168327,0
-1315.245767,-119.9944708,48.7650013,-12.13188592,-3.778770486,-11.03807096,1
-18979.20874,134.5304447,-22.34564236,-9.832475821,18.55097881,14.32208005,0
-7636.957651,-205.9197369,27.33218741,20.27735388,25.63731065,-11.1533111,0
-18093.12768,115.7868447,-25.22837237,-1.244042878,-4.046004542,-0.693514847,0
