,x1,x2,x3,x4,x5,x6,target
0,5117.064067152492,179.12328675800933,-8228.705154707968,879.2162802129615,837.4594179254457,-228.83540166054672,0
1,5116.582411885382,178.77942218392604,-8227.463149702295,879.8586004797116,836.8016013127253,-228.3709314125412,1
2,2135.4479508759673,-122.10722789318547,-3189.357749204654,213.99150480668408,410.52635701237864,-99.5130915740392,1
3,-4298.65587181856,-960.9931147624109,7948.345235394014,-1311.339843520423,-443.66589589009067,199.29347047850564,1
4,3814.656026996851,12.375628846916229,-5988.598905075679,564.3499613639108,659.2828444228667,-173.47247384086077,1
5,4265.740928770086,23.44960380660603,-6695.620281483003,640.53036262547,737.0628724423666,-191.7204170722287,1
6,5119.049142602138,178.9108377589338,-8225.95116756259,881.1221036582689,837.8947810732196,-236.6917802380985,1
7,5114.258553822061,167.0731482980079,-8203.803802522325,865.6213095686212,840.5014549866044,-228.52142913307767,1
8,5117.004644223865,178.56183087523402,-8226.203407808775,880.9329878102504,836.1863375492579,-229.28585080030467,1
9,5125.763902751402,180.0644167556808,-8225.076091075634,881.7467323685761,846.3438085735733,-251.91155255590283,1
10,5120.721332240076,179.14164342336622,-8225.863485544282,881.2471435797697,836.7674953601853,-237.53981255853606,1
11,5122.269172546339,179.4335409616618,-8225.593277343229,881.4051193003238,840.9190626395869,-239.54082708044865,1
12,5003.828139094181,136.54183120553284,-7992.067494773996,826.8889904888377,830.6243873357332,-225.69500727643728,1
13,3586.8335003964207,-10.983652581056802,-5603.287395576903,516.2063829610714,625.7975886066613,-162.65834350700104,1
14,5119.54171585465,178.93526811058308,-8226.027069575472,881.1354336819782,834.9697586375069,-235.05932655007078,1
15,5122.828953184303,179.52904538329048,-8225.550027423218,881.456996739708,839.2292477458559,-250.1700752987155,1
16,5118.873794019084,172.80735570000317,-8221.263351054353,874.3161047544457,838.6602276090156,-228.59375611167513,1
17,-127544.78843180176,-2406.003855485283,202384.7073835997,-20109.805502866107,-21488.686310074005,5804.077771734453,1
18,-1398.05332327198,-158.51364572654114,2334.206587098018,-316.1107793462447,-200.42531777054984,58.40864083470854,1
19,-2451.36083059258,-282.71703751439793,4178.898473354317,-566.4443496910143,-345.34829759029066,108.77546268302329,1
20,-4247.475337758855,-369.10547454902076,7098.632321162118,-892.7497240270648,-621.3010829672385,181.34850359604698,1
21,2002.3297410134824,-78.9249533968734,-3048.895573772315,241.91765569880448,372.5819484929519,-93.33458566865171,1
22,-14157.084158030235,-711.656037567688,23011.92211429351,-2613.428955672874,-2243.886179230051,614.7106245903151,1
23,5118.3427452077585,178.81626892035482,-8225.973427222678,881.070643583096,839.1656619715943,-234.08750006371244,1
24,3326.084626855658,-10.34149283373832,-5201.6685855088945,479.9083621915773,580.1949449305093,-155.43115652531904,1
25,-27469.86097128466,-1365.0398295104453,44647.49063662568,-4997.402425162195,-4355.7156048825345,1217.87920458289,1
26,4452.390479661327,59.72806158047272,-7027.999305664607,685.5283508888365,758.567918274688,-200.90461816415018,1
27,-16695.0877504564,-1134.9235683549966,27497.351406500777,-3192.214030137462,-2563.0412329029446,764.21767645012,1
28,-675.876767603474,-154.11273909629952,1223.7231481688934,-224.56256219334819,-67.14905687656565,19.181289590654593,1
29,3647.219583170719,-58.56385120934209,-5610.971410514469,480.6663591427031,656.8977861833138,-164.4169559762718,1
30,5062.735737027282,147.44334597624103,-8096.361322284974,842.2234574171223,837.6402192271842,-227.30131292116468,1
31,3868.2671902320844,17.686487749546586,-6070.942276410662,574.1426226776254,669.5562532345717,-178.04156469485295,1
32,5118.873926163023,172.8073769336422,-8221.26334614261,874.3161206331038,838.6606385520407,-228.59019073118662,1
33,5000.5158541220935,146.6530239554556,-8010.401378118656,831.0424029896886,826.2090346847173,-225.5466152888984,1
34,5116.130513982541,178.4346671636015,-8226.263789015751,880.8641719246326,836.4595147971623,-228.23875926048817,1
35,5124.080480878685,179.83180623193246,-8225.164190592028,881.620342761145,847.4361641294698,-251.36657757698833,1
36,1070.8704730620232,-114.85888154356749,-1551.4969825048086,74.77375624014049,220.9125753705703,-49.72050189317648,1
37,5133.484212753287,181.1471973025692,-8224.627995808507,882.3339958731755,842.4832320358123,-255.18042536168772,1
38,5072.200696260439,155.7509513406274,-8128.728764675198,854.9558185706852,835.5607265270279,-227.67123140503472,1
39,5122.53450223016,179.5081852136374,-8225.492111822694,881.4452714764461,842.8211906059272,-242.16775232918394,1
40,4643.362141887113,113.50771070762495,-7416.276485785604,755.4269330553092,771.8158921394061,-209.48118015424924,1
41,4990.319720387352,121.9495598388794,-7945.983977671303,803.0164972999452,833.9368132794087,-224.19286133842945,1
42,5118.92156438825,178.86585602104049,-8226.015870635769,881.0977881132063,836.8532133660436,-233.42666283726507,1
43,-10060.709196416185,-701.0661190704702,16581.721859169418,-1960.9579249301146,-1539.6598594542415,444.67154952381094,1
44,-724.0075487340391,-177.0425406476097,1333.7996095137669,-240.33418337829013,-68.90852057523662,16.398322031225828,1
45,4126.30452465535,38.00198562061609,-6503.054375134159,614.2972491239533,707.9468461599613,-187.19219846443903,1
46,5119.639634407088,179.08292396120336,-8225.716904404228,881.215132061295,842.1855629064353,-243.7399784064313,1
47,4899.890139797385,93.97560568335814,-7761.9040791591115,768.5447162351704,828.9941962385215,-220.18798595790278,1
48,5199.474416521875,191.64188942034872,-8217.941803484877,888.0169870047991,879.7524226222597,-351.1002190800801,1
49,5124.018863327117,179.7521434568472,-8225.35689731211,881.5775614675118,841.3155474100412,-255.89158177281345,1
50,-14781.813768490494,-680.8947507631085,23950.730221454338,-2618.091821733732,-2364.1007697941627,661.0579575271481,1
51,-1039.1997242933887,-313.70841776087053,2007.3025113457163,-388.0615908591611,-78.41263208358258,42.783119767384164,1
52,4905.033355023988,121.80229741525477,-7820.742084599115,802.4921383644543,817.7742776880604,-221.3066717962576,1
53,5124.7983271834055,179.77368342772462,-8225.475015608457,881.5892945872145,839.2086676998335,-238.38033026047245,1
54,5169.485474037306,186.79833856986153,-8221.111470025133,885.3933069632858,861.8059759829268,-290.9782043221433,1
55,5113.084307223321,167.23423411019957,-8201.80821292127,866.3554033488899,840.2100991847377,-228.42727597290673,1
56,5113.084307223321,167.23423411019957,-8201.80821292127,866.3554033488899,840.2100991847377,-228.42727597290673,1
57,5140.475374772873,182.2230973563566,-8223.984644902743,882.9161354926513,845.8765863498005,-257.44820574968713,1
58,-10967.365551327885,-588.0953410903131,17883.85464446856,-2014.021053988418,-1726.0716076797344,477.9152347859753,1
59,5113.084307223321,167.23423411019957,-8201.80821292127,866.3554033488899,840.2100991847377,-228.42727597290673,1
60,5112.827123063705,167.90845930349363,-8203.811408755459,867.3801116374251,839.6943348552937,-228.41623988978165,1
61,5100.699769016293,163.6401204384318,-8179.646822638953,860.7608617645499,838.8320821632356,-228.88805913627974,1
62,5148.809570467764,183.48026693130396,-8223.300664654806,883.597067264886,846.423435092935,-267.0254634366549,1
